topics,sub_occ,obj_occ,sub_in_obj,subsumption,label
stereoscopic displays; stereoscopic display,0.0005182371851781278,0.0008271585156185716,0.0003216014181838148,0.531920522916078,2
dynamic analysis; software,0.016914164620423743,1.0,0.009757857663918673,0.5782854815844974,1
local search operators; multiobjective optimisation,0.00023674344949641492,0.0002923204178233172,0.0,0.49999999999999994,1
wlan; wireless local area networks,0.019167558063496327,0.0035944584710126417,0.005067183320652302,0.34193250312448076,2
component-based software development; multicasting,0.0008452029858545789,0.004457705927103228,7.843937028873533e-06,0.5010371308400761,3
component repository; single objective,0.000137137973793655,0.008442646734023064,0.0,0.49999999999999994,3
distributed parameter system; intra-cluster,0.0006921858782532376,0.003393803961988241,0.0,0.49999999999999994,3
design projects; robot arms,0.0036911768314776402,0.0014803683381620337,0.0,0.49999999999999994,3
antennas; antenna,0.07799830526335544,0.15591504952124413,0.15883711018901273,0.6404779789617024,2
peer-to-peer architectures; peer-to-peer technologies,0.00011764994593876717,0.00012558951284261034,5.229291352582355e-06,0.5003833135831018,1
ip multicast; group key,0.0015294492972039732,0.002208643156887286,0.00010197118137535591,0.5028279287621505,0
palmprints; palmprint,0.0002598403713985042,0.0016543170312371433,0.0007948522855925179,0.8547993978973711,2
semantic search engine; semantic search engines,0.0002836590721100337,0.00012847662808037152,7.582472461244414e-05,0.45579202417201437,2
equivalence class; nfc,0.0017488700552738214,0.003904823359071966,0.0,0.49999999999999994,3
antenna; space time code,0.15591504952124413,0.0006597058318284245,0.0006144417339284267,0.3721158554249404,0
manipulators; downlink systems,0.01820398335289354,0.00032985291591421226,0.0,0.49999999999999994,3
centrality measure; distributed program,0.0007881824599087961,0.000668367177541708,0.0,0.49999999999999994,3
wsn; localization algorithm,0.02977121055298362,0.005033685417036578,0.0015949338625376181,0.4636630665538964,0
software architecture assessment; sbar,4.330672856641736e-06,0.0002670581594929071,0.0,0.49999999999999994,0
cross-cutting concerns; aspect oriented software development,0.000334183588770854,0.00044894641947186,6.0136850554697076e-05,0.5063260461842607,0
dynamic optimization problems; particle swarm algorithm,0.000810557603001445,0.0024720924223329914,7.843937028873533e-06,0.500896780857347,1
haptic sensation; haptic,0.0002583968137796236,0.01894597196899816,0.0009386577977885327,0.9932112135560618,1
bitcoin; radial basis function,0.008509772163301012,0.01977240870580729,1.5687874057747066e-05,0.5001449368015041,3
swarm intelligence; particle swarm,0.007082815457037561,0.06430399591184482,0.007148441278980079,0.6239595122322021,0
anfis; back-propagation neural networks,0.009967043579560957,0.001112261145347486,4.183433082065884e-05,0.4953907621158345,1
robotic manipulator; robot programming,0.0033468883393746223,0.0009722360563160699,1.8302519734038242e-05,0.4981580122969296,0
message passing interface; medical image fusion,0.0032624402186701086,0.0006344435734980144,0.0,0.49999999999999994,3
clustering algorithms; embedded linux,0.01419233673002441,0.0020556260492859443,0.0,0.49999999999999994,3
p2p network; p2p,0.003300694495570444,0.021786893362955136,0.011959389323355845,0.9242788182580934,2
machine learnings; classifiers,6.351653523074547e-05,0.07914593357036549,1.5687874057747066e-05,0.5336838741804883,0
unified modeling language; uml,0.006924024118960697,0.025825967580582997,0.02194733580678814,0.820199313686105,2
fluid models; queuing theory,0.0007744686625294306,0.002705226977782205,2.6146456762911773e-06,0.500332213662921,1
gibbs sampler; bayesian framework,0.0021595621978453463,0.007686222541729642,0.00039742614279625896,0.5182582578276488,1
component-based software engineering; software,0.0009411995675101374,1.0,0.0034121126075599864,0.9995789850789242,1
rnn; recurrent networks,0.014073243226466763,0.001743095824798299,0.0003320600008889795,0.4769711623694048,0
least square support vector machine; computer science education,0.0015265621819662123,0.0015980182841008007,0.0,0.49999999999999994,3
minimum mean square error; minimum mean-square error,0.008485231683780042,0.008485231683780042,0.03074038921615537,0.49999999999999994,2
data link layer; web-page,0.0016377161186200168,0.013461174796061397,7.843937028873533e-06,0.5005804263375582,3
reference architecture; low power consumption,0.0026070650596983257,0.01753489439654239,2.6146456762911773e-06,0.5001178205630715,3
learning activities; conceptual design,0.02521245559255875,0.013726067619125983,3.921968514436766e-05,0.49982032165307977,3
computer privacy; e commerces,2.0931585473768394e-05,2.598403713985042e-05,0.0,0.49999999999999994,1
computer aided geometric design; computer aided design (cad),0.00045255531351906145,0.005720097064814294,4.444897649695002e-05,0.5124638580374926,1
haptic guidance; haptics,0.00027644128401563083,0.0026359362120759373,4.967826784953237e-05,0.5221411946546769,1
public-key cryptosystems; bayesian estimations,0.0013309601246078936,7.795211141955127e-05,0.0,0.49999999999999994,3
multirobots; hyperspectral image analysis,4.835918023249939e-05,0.0003327400311519734,0.0,0.49999999999999994,3
picture archiving and communication system (pacs); picture archiving and communication systems,0.0006662018411133871,0.0005723705958861496,1.3073228381455886e-05,0.4995569688040093,2
mutation strategy; pso algorithms,0.0009469737979856597,0.0012551733496166634,3.6605039468076484e-05,0.501308444667022,1
equivalence relations; 3d model retrieval,0.0015099612693490856,0.00039192589352607713,0.0,0.49999999999999994,3
genetic code; bioinformatics,0.0018535279826426632,0.03086831434333286,0.00015687874057747063,0.5109773340256467,1
long term evolution (lte); fuzzy c-means (fcm),0.005572854187688475,0.0033995781924637636,0.0,0.49999999999999994,3
coordinated multi points; computer aided diagnosis,3.608894047201447e-06,0.007145610213458865,0.0,0.49999999999999994,3
haptic interactions; haptics,0.00022302965211704943,0.0026359362120759373,0.00012550299246197653,0.5708564962043574,1
ambient intelligent; ambient assisted living,0.0003904823359071966,0.001850640867404902,5.490755920211472e-05,0.5152806541589703,0
xml schema; extensible markup language,0.002547157418514782,0.0036623056791000286,0.0008079255139739738,0.5133256878644692,1
semantic web; rdf,0.021830921870330994,0.01089958180135781,0.011956774677679555,0.42418290642007017,0
agile development; palmprints,0.0025565405430375055,0.0002598403713985042,0.0,0.49999999999999994,3
architecture technical debt; field-programmable gate arrays,8.661345713283475e-06,0.006441875874254583,0.0,0.49999999999999994,3
multi-input multi-output; gps,0.007884711714325721,0.09971013363012877,3.6605039468076484e-05,0.5005901202335192,3
ethereum; point spread function (psf),0.00451328289543013,0.0030798301798817154,0.0,0.49999999999999994,3
fuzzy c-means algorithms; advanced encryption standard (aes),0.00012342417641428947,0.0023277366604449335,0.0,0.49999999999999994,3
robotic manipulators; flexible manipulators,0.0028185462508643305,0.0005644310289823064,6.798078758357061e-05,0.48672407603879336,0
conditional random field; crosscutting concern,0.0027911186561055995,0.00014796465593525934,0.0,0.49999999999999994,3
system on chip; embedded system,0.009251039000596189,0.014411757488094258,0.0010510875618690533,0.5056155291337335,1
robot behavior; man-machine systems,0.0008942839448965186,0.0002721106111589891,0.0,0.49999999999999994,1
extensible markup language (xml); extensible markup language,0.002153787967369824,0.0036623056791000286,0.007804717343729164,0.7059319180940593,2
architecture evaluation; saem,0.00039914368162048,0.00018549715402615437,5.229291352582355e-06,0.4979288780989514,0
backpropagation algorithms; back-propagation neural networks,0.00016600912617126655,0.001112261145347486,0.0,0.49999999999999994,1
voxel-based morphometry; vbm,0.0006943512146815584,0.0007896260175276767,0.0012445713419146005,0.5297957212561872,2
transmission opportunities; cognitive radios,0.0005370034342235754,0.00197045614977199,5.75222048784059e-05,0.5107383456031097,1
negative refractive index; fcm,0.0006604276106378648,0.009846506518384427,0.0,0.49999999999999994,3
queuing networks; retrial queue,0.00042368416114144987,0.00040203079685824123,2.6146456762911773e-06,0.4999542782173486,0
networks on chips; mpsoc,0.0001984891725960796,0.002024589560480012,2.3531811086620595e-05,0.514702111326209,0
architecture activity; design reasoning,1.6600912617126655e-05,0.0001847753752167141,0.0,0.49999999999999994,0
digital video broadcasting; digital video broadcasting (dvb),0.00177052341955703,0.00043306728566417366,0.0015714020514509975,0.12241538871043828,2
queueing networks; queuing networks,0.0013879806505536765,0.00042368416114144987,2.614645676291177e-05,0.4940947608618886,2
bayesian frameworks; naive bayes,0.00012486773403317007,0.016163514658605844,5.229291352582355e-06,0.5057030437743274,0
human machine interface; data warehouse,0.005377973909139596,0.010747286472565908,5.229291352582355e-06,0.5000670442087474,3
ontology creation; ontology learning,0.00018116648116951265,0.0007809646718143932,1.5687874057747066e-05,0.5091355921331494,0
ensemble methods; ensemble learning,0.0028618529794307477,0.006937016137530622,0.0010510875618690533,0.5297724023839512,2
bayesian; motor disability,0.1449064791196608,0.00026922349592122793,2.6146456762911773e-06,0.49866545866984235,3
e-commerce systems; electronic commerce,0.0008011744784787213,0.011850886272200111,0.00025100598492395305,0.5402850836217151,2
personalizations; robotic arms,2.8871152377611575e-05,0.0017358780367038962,0.0,0.49999999999999994,3
concept drifts; end effectors,0.00044678108304353916,0.001578530256245913,0.0,0.49999999999999994,3
space time codes; space time code,0.0011757776805782314,0.0006597058318284245,0.0005752220487840591,0.4472608107409387,2
electronic commerce; enterprise computing,0.011850886272200111,0.0005507172316029409,1.3073228381455886e-05,0.49687969008767013,0
field programmable gate array (fpga); pipelined architecture,0.010532918166162144,0.0010826682141604341,0.00022485952816104124,0.47429627831793636,0
model-checking; z notation,0.015845210203642674,0.0002923204178233172,2.614645676291177e-05,0.4879112694227044,0
component based software engineering; component model semantics,0.0009411995675101374,0.0,0.0,0.49999999999999994,0
quality characteristic; software architectures,0.0013064196450869238,0.0030682817189306706,2.6146456762911773e-06,0.5001585146836666,1
stereo-image; disparity maps,0.0021379088335621377,0.0010018289875031218,0.0003477478749467266,0.4745647566616126,0
smart sensor; smart sensors,0.0017301038062283738,0.002383313628771836,0.0009752628372566092,0.5213114541306677,2
extensible stylesheet language (xslt); 2-d model,0.0,0.0005290638673197322,0.0,0.49999999999999994,3
space time block coding; space-time block codes,0.0015294492972039732,0.0017986727931252012,0.0002928403157446119,0.503952593391066,2
mobile environment; mobile environments,0.0035720833279199926,0.0022577241159292254,0.0005830659858129325,0.48688955382493293,2
software architecture patterns; publish/subscribe,1.8044470236007236e-05,0.003405352422939286,0.0,0.49999999999999994,0
gate stacks; least mean squares,0.000334183588770854,0.0017835154381269551,0.0,0.49999999999999994,3
naive bayes classifier; robot arm,0.0031628347429673485,0.006352375301883988,0.0,0.49999999999999994,3
frequent itemsets; frequent itemset,0.0025543752066091844,0.0014940821355413992,0.0018171787450223683,0.4303635433503307,2
pcnn; formal languages,0.001162063883198866,0.0018621893283559468,0.0,0.49999999999999994,3
cellular neural network; neural network model,0.0012804356079470734,0.02458306447072682,0.00012027370110939415,0.512283695621866,1
software development; model-driven architectures,0.05947890457073649,4.11413921380965e-05,3.137574811549413e-05,0.3966141974903995,0
saluta; architecture evaluation,4.330672856641736e-06,0.00039914368162048,0.0,0.49999999999999994,1
peer-to-peer network; p2p,0.00206933984666531,0.021786893362955136,0.0013125521294981711,0.5792102398296894,2
bayesian framework; bayesian filtering,0.007686222541729642,0.0009116066363230855,4.444897649695002e-05,0.49407284595416107,0
mutation operators; particle swarm algorithm,0.00236815627377359,0.0024720924223329914,3.137574811549413e-05,0.5000768477626412,1
software architecture patterns; service-oriented architectures,1.8044470236007236e-05,0.0022728814709274715,0.0,0.49999999999999994,0
non-stationary environment; design reasoning,0.00033779248281805545,0.0001847753752167141,0.0,0.49999999999999994,3
quality increasing; cad models,0.00024107412235305667,0.002839477836338099,0.0,0.49999999999999994,3
radial basis functions; femto-second laser,0.004017420853344651,8.300456308563329e-05,0.0,0.49999999999999994,3
knowledge reduction; rls algorithms,0.0004482246406624197,0.0004503899770907406,0.0,0.49999999999999994,3
control system; flight control systems,0.17790476272965197,0.0010039943239314427,0.001137370869186662,0.34461688294923576,0
context recognition; database,0.0003897605570977563,0.44218623914264227,3.6605039468076484e-05,0.5129288683590906,3
linear pre-coding; multi-view consistency,2.526225833041013e-05,7.145610213458866e-05,0.0,0.49999999999999994,3
cognitive systems; high-quality software,0.002358773149250866,0.0011887696991481568,0.0,0.49999999999999994,3
task-scheduling algorithms; tasks scheduling,0.0004063614697148829,0.00048287002351555364,3.921968514436766e-05,0.5021040528423752,1
avatar; associative processing,0.006488791496868203,0.0001414686466502967,0.0,0.49999999999999994,3
commonsense knowledge; common-sense reasoning,0.0010364743703562555,0.00039481300876383833,1.3073228381455886e-05,0.4971774095760791,1
ltl; wearable,0.0033670981460389503,0.04535658038522779,0.0,0.49999999999999994,3
software architectures; architectural model,0.0030682817189306706,0.0015980182841008007,8.366866164131767e-05,0.4965391127891807,0
e commerces; online privacy,2.598403713985042e-05,0.0010494663889261807,0.0,0.49999999999999994,0
multi-agent system; motor imagery,0.011826345792679141,0.003870177976218832,0.0,0.49999999999999994,3
software development life cycle; software development projects,0.0025110684780427672,0.0023082486325900456,0.00013596157516714122,0.4993436588939048,2
effective refractive index; microstrip patch,0.0007831300082427141,0.005539652362454222,2.6146456762911773e-06,0.5003953065845593,3
decision models; decision model,0.0024497172792403423,0.006551586253289507,0.0013517718146425386,0.5476707151509848,2
moving objects detection; call admission control,0.0002454047952096984,0.0020036579750062435,0.0,0.49999999999999994,3
gui; visual programming,0.01991892980412367,0.0024396123759081786,0.0001725666146352177,0.4914344565719017,0
man-machine systems; man machine systems,0.0002721106111589891,0.0002721106111589891,0.0009883360656380651,0.49999999999999994,2
haptic guidance; haptic device,0.00027644128401563083,0.0023797047347246343,0.00011242976408052062,0.5494754271531167,1
generative adversarial networks; back-propagation neural networks,0.00853070374877478,0.001112261145347486,2.6146456762911773e-06,0.4997180187780539,1
e commerces; online auction,2.598403713985042e-05,0.0009361471158440554,0.0,0.49999999999999994,0
embedded systems; multiprocessor systems on chips,0.022198307284336104,5.124629547026055e-05,1.5687874057747066e-05,0.4584267189873398,0
wsn; spatial and temporal correlation,0.02977121055298362,0.00044894641947186,6.798078758357061e-05,0.47944633826774324,0
back-propagation neural networks; back-propagation neural network,0.001112261145347486,0.006762345665646072,0.00020917165410329417,0.521673560602241,2
content-based image retrieval system; content based image retrieval (cbir),0.0005218460792253293,0.002949188215373023,0.00015949338625376183,0.534667851174678,1
multiobjective optimisation; evolutionary multi-objective optimization,0.0002923204178233172,0.0006243386701658503,5.229291352582355e-06,0.5013084505884624,0
particle swarm optimization (pso); particle swarm optimization algorithms,0.02680253430975571,0.0004034743544771218,0.0001281176381382677,0.4569054465699136,2
commonsense computing; common-sense computing,2.165336428320868e-06,5.052451666082026e-06,2.6146456762911773e-06,0.5625062490626406,2
requirements document; binocular stereo,0.0006221733337375295,0.0010790593201132326,0.0,0.49999999999999994,3
ccd sensors; sensor,0.000334183588770854,0.4595139830208753,0.00047848015876128546,0.697074255516189,1
context-aware services; markov chain monte carlo method,0.0008466465434734595,0.0008863443779926754,0.0,0.49999999999999994,3
vehicular ad hoc network; broadcast protocols,0.0030754995070250736,0.00036594185638622674,6.0136850554697076e-05,0.4800584747962528,0
haptic interfaces; finite state machine,0.0008163318334769673,0.00523506170487042,0.0,0.49999999999999994,3
neural network model; machine learning techniques,0.02458306447072682,0.02690430512188679,0.000590909922841806,0.5002862621690292,1
computer networks; p2p networks,0.010895251128501168,0.003328122090329175,5.229291352582354e-05,0.4984940198510447,0
on-chip networks; networks on chips,0.00040203079685824123,0.0001984891725960796,1.045858270516471e-05,0.4963374864192686,1
protein data bank; dynamic spectrum allocations,0.0023652691585358287,3.608894047201447e-06,0.0,0.49999999999999994,3
mining frequent itemsets; mining association rules,0.00038615166305055483,0.0012161972939068878,0.00014380551219601476,0.5349986743613959,1
semantic similarity measures; natural language processing,0.00040058723923936063,0.03805578772773926,0.0001725666146352177,0.5587325125925793,1
learning outcome; certificate authority,0.004492351309956361,0.0007672508744350277,0.0,0.49999999999999994,3
computer aided design (cad); digital integrated circuits,0.005720097064814294,0.0004944184844665983,7.843937028873533e-06,0.49800246194258907,0
incentive mechanism; peer-to-peer (p2p),0.003621164286961932,0.007748295519341507,0.00028761102439202953,0.505838174900525,1
distributed hash tables (dht); case based reasoning,0.00011404105189156574,0.00817847568976792,0.0,0.49999999999999994,3
k-means clustering method; k-means algorithms,0.0013778757472215125,0.00047276512018338954,2.6146456762911773e-06,0.49949953494876415,1
computer network; fiber optic networks,0.012302719806909734,0.0003543933954351821,2.6146456762911773e-06,0.49901297355411994,0
intermediate node; conceptual design,0.0012450684462844994,0.013726067619125983,0.0,0.49999999999999994,3
backpropagation; ground penetrating radars,0.01672578035115983,0.00014579931950693846,0.0,0.49999999999999994,3
boosting; ontology merging,0.03188530068583422,0.00017539225069399032,0.0,0.49999999999999994,3
computer systems; classification system,0.01922530036825155,0.014934325346129028,5.75222048784059e-05,0.49988134113649185,0
bayesian models; structure-learning,0.002103985229518444,0.002465596413048029,5.229291352582355e-06,0.5000502861802989,0
haptics; needle insertion,0.0026359362120759373,0.0010465792736884198,3.3990393791785304e-05,0.49729942024646767,0
markov chain monte carlo algorithms; bayesian approaches,0.0004222406035225693,0.0016499863583805017,1.8302519734038242e-05,0.5044427512537184,1
probabilistic models; bayesian methods,0.00600808680978097,0.004258494975697708,0.00013073228381455887,0.4987663095919277,1
ip multicast; multicast trees,0.0015294492972039732,0.0007160045789647671,0.00020132771707442065,0.47938691676677536,0
adaptive system; online system,0.005888993306223321,0.002872679661572352,5.229291352582355e-06,0.49987134298957653,3
peer to peer; p2p networks,0.028469121580753338,0.003328122090329175,0.007117065530864585,0.2393788187230772,2
ofdm symbols; reconfigurable hardware,0.0008675781289472279,0.0022324618575988156,2.6146456762911773e-06,0.5002540498935325,3
antennas; moment method,0.07799830526335544,0.0026070650596983257,0.0010589314988979268,0.4458208497779603,0
traffic identification; peer-to-peer (p2p),0.0004554424287568226,0.007748295519341507,0.00011242976408052062,0.5320195804518378,1
context aware; context-aware services,0.015059193080162198,0.0008466465434734595,0.003069594023965842,0.028086057879719628,0
space time block codes; space-time block coding,0.0017986727931252012,0.0015294492972039732,0.0002928403157446119,0.4960474066089338,2
malware; general-purpose computing,0.01433885782834079,0.001264556474139387,3.137574811549413e-05,0.4968789923967003,3
multilayer perceptrons; queueing delays,0.0018917822595429987,0.00022736032497369115,0.0,0.49999999999999994,3
model-driven engineering; mde,0.002844530288004181,0.002508181362805006,0.004894616706017084,0.4681647108725001,2
wireless sensor network; localization algorithm,0.03061569176002876,0.005033685417036578,0.001929608509102889,0.4557914916063988,0
layered pattern; point clouds,3.753249809089505e-05,0.013625018585804343,0.0,0.49999999999999994,3
software development life cycle; software architectures,0.0025110684780427672,0.0030682817189306706,4.183433082065884e-05,0.500417424762071,1
architecture framework; enterprise architecture,0.0014875861262564365,0.003777790288610475,0.0012654885073249298,0.5711415809137128,1
graphic processing units; general-purpose computing,0.000870465244184989,0.001264556474139387,0.0001385762208434324,0.5068390023224466,0
lyapunov methods; time delays,0.00035655873186350294,0.013401267154877853,0.00018825448869296476,0.5707955310365659,1
architectural model; mother wavelets,0.0015980182841008007,0.0004641037744701061,0.0,0.49999999999999994,3
back propagation algorithm; training algorithm,0.004345830211639983,0.006436823422588501,0.00041834330820658835,0.5043154390571291,0
hardware; digital storage,0.35899473534536397,0.0012479555615222604,0.00035036252062301774,0.46140252445975144,0
back-propagation neural network; cellular neural network,0.006762345665646072,0.0012804356079470734,0.0,0.49999999999999994,0
operational trans conductance amplifier; operational transconductance amplifiers,5.413341070802171e-05,0.00047348689899282984,0.0,0.49999999999999994,2
pso algorithm; mutation operators,0.012093403952172049,0.00236815627377359,8.366866164131767e-05,0.496079413699668,0
numerical optimization; mobile sensor network,0.0056147173586360115,0.0005124629547026055,0.0,0.49999999999999994,3
hidden layers; back propagation algorithm,0.005877444845272277,0.004345830211639983,0.0005046266155241972,0.495824220119123,1
e-commerce; user scheduling,0.04393539790943986,0.0011613421043894256,0.0,0.49999999999999994,3
z notation; model checking,0.0002923204178233172,0.015845210203642674,2.614645676291177e-05,0.5120887305772955,1
business analysts; geographical information system,0.0007614766439595054,0.0057944402821866435,2.6146456762911773e-06,0.5004112517075542,3
least squares support vector machine; least squares support vector machines,0.002530556505897655,0.0010617366286866659,0.0001856398430166736,0.48600436487922344,2
electronic publishing; e-book,0.001416851802931288,0.0038990491285964437,0.00010720047272793827,0.5066443577295884,0
knn; facial expression recognition,0.018553324296662642,0.003997211046680323,0.00015687874057747063,0.49575047777026127,3
cyber physical systems (cpss); cyber-physical system,0.0012833227231848347,0.0036731323612416334,0.0001281176381382677,0.5089593180793375,2
radial basis functions; software development process,0.004017420853344651,0.006064385556917312,0.0,0.49999999999999994,3
point spread function; semidefinite programs,0.006929076570626779,0.0005413341070802171,0.0,0.49999999999999994,3
robotic manipulator; moving objects,0.0033468883393746223,0.014381442778097766,2.876110243920295e-05,0.5009099256634945,3
architecture tactic; architectural tactics,0.0,9.888369689331966e-05,0.0,0.49999999999999994,2
maximal frequent itemsets; target detection,0.00018044470236007235,0.015301710760134136,0.0,0.49999999999999994,3
manipulator systems; robotic manipulators,0.00054855189517462,0.0028185462508643305,9.935653569906474e-05,0.5201048471551262,1
homomorphic-encryptions; homomorphic encryption,6.712542927794692e-05,0.004132183684045657,7.843937028873531e-05,0.6569705314559754,2
negative refractive index; local convergence,0.0006604276106378648,0.0022555587795009048,0.0,0.49999999999999994,3
semantic relatedness; wireless mesh network,0.00139664199626696,0.0023493900247281425,0.0,0.49999999999999994,3
cae; computer-aided design,0.007827691188379938,0.01755799131844448,0.0017204368549995947,0.5168113764088594,1
wireless sensor node; wsn,0.0013526134888911024,0.02977121055298362,0.0010720047272793826,0.604373830171272,1
point spread function; adaptive filter,0.006929076570626779,0.006272979632845556,2.091716541032942e-05,0.49995642563088355,3
secure multicast; parallel manipulators,0.000443893967805778,0.0018116648116951264,0.0,0.49999999999999994,3
architectural strategy; architectural strategies,6.85689868968275e-05,0.00010177081213108082,7.843937028873533e-06,0.5050621258043687,2
personalizations; active queue management (aqm),2.8871152377611575e-05,0.00089789283894372,0.0,0.49999999999999994,3
biomedical imaging; computer aided diagnosis,0.0025810810225584753,0.007145610213458865,8.628330731760885e-05,0.5029466002785994,0
e commerces; electronic data interchange,2.598403713985042e-05,0.001543884873392779,0.0,0.49999999999999994,0
architectural style; software architecture,0.0016427685702860987,0.014405261478809295,0.0004706362217324119,0.535019948869114,1
pareto fronts; multi-objective problem,0.001274661377471551,0.0018823991350202748,7.582472461244414e-05,0.502648578723055,0
computer system; control system,0.015117657163726862,0.17790476272965197,0.001605392445242783,0.5134125502327633,0
architectural tactic; question answering,1.6600912617126655e-05,0.012142484911213988,0.0,0.49999999999999994,3
constant modulus algorithms; constant modulus algorithm (cma),4.041961332865621e-05,0.0006950729934909987,0.0,0.49999999999999994,2
computational time; adaptive neuro-fuzzy inference system (anfis),0.024007806759602908,0.004395632949491363,0.00012027370110939415,0.49691508752046487,3
particle swarms; discrete particle swarm optimization,0.000279328399253392,0.0008257149579996911,1.8302519734038242e-05,0.5059644462933045,0
particle swarm optimization algorithms; improved particle swarm optimization algorithms,0.0004034743544771218,1.7322691426566946e-05,6.536614190727944e-05,0.022273667878389636,0
coordination mechanism; third generation partnership project (3gpp),0.002153787967369824,0.0007535370770556622,0.0,0.49999999999999994,3
underwater robot; underwater robots,0.001112261145347486,0.000837985197760176,0.0008236133880317209,0.46659456943818367,2
least squares support vector machine; least square support vector machine,0.002530556505897655,0.0015265621819662123,0.000162108031930053,0.4941885993805958,2
bayesian frameworks; markov chain monte carlo algorithms,0.00012486773403317007,0.0004222406035225693,0.0,0.49999999999999994,0
pso algorithms; solution accuracy,0.0012551733496166634,0.0022873170471162775,7.059543325986178e-05,0.5035002955528606,0
dht; structured peer-to-peer,0.003081273737500596,0.00043378906447361396,0.0003216014181838148,0.4122345675162504,0
architecting; architecture knowledge management,0.0017279384698000529,4.041961332865621e-05,1.045858270516471e-05,0.46574392901973755,0
bibliographic data; robotic arms,0.0014659327619732279,0.0017358780367038962,0.0,0.49999999999999994,3
multi agent system (mas); multi agent systems,0.0021306910454677347,0.01631003575692222,0.00032683070953639715,0.518401025195472,2
moving objects detection; object recognition,0.0002454047952096984,0.017241130421100193,7.843937028873533e-06,0.5043364674836764,1
users with disabilities; user interface,0.00038542988424111453,0.060294514625404014,8.10540159650265e-05,0.5287892943024055,1
question answering; component based approach,0.012142484911213988,0.0006005199694543208,0.0,0.49999999999999994,3
mobile manipulators; impulse radio,0.0007434321737234981,0.0022324618575988156,0.0,0.49999999999999994,3
resource description framework (rdf); cs1,0.0012681653681865886,0.0012400159946184173,0.0,0.49999999999999994,3
cbam; software architecture evaluation,0.0006293911218319323,9.166590879891676e-05,7.843937028873533e-06,0.4899984631547106,1
owl; semantic web rule languages,0.009515931823660775,1.2270239760484921e-05,7.843937028873533e-06,0.41677211160077976,0
optical computing; logic gate,0.0011151482605852472,0.002552931648990304,0.00013334692949085004,0.5092876452147657,1
mobile environments; gibbs sampler,0.0022577241159292254,0.0021595621978453463,0.0,0.49999999999999994,3
support vector machine; cross-validation,0.07806470891382394,0.03957152322756387,0.018242382883483545,0.46862233074227094,0
discrete wavelet transform; dwt coefficients,0.014295551099774371,0.0005095758394648444,0.0012733324443538034,0.16784741387717406,0
common-sense reasoning; common sense,0.00039481300876383833,0.008476570338066758,0.0014328258306075651,0.9767185837407487,2
pre-coding; multi-robot,0.000526176752081971,0.006291024103081563,0.0,0.49999999999999994,3
wavefront sensing; wave-front sensing,0.00112236604867965,0.00013785975260309526,1.045858270516471e-05,0.49086776738202204,2
gender classification; support vector machine (svms),0.0010602930710677852,4.980273785137997e-05,0.0,0.49999999999999994,1
combinatorial auction; e-commerce systems,0.0006676453987322677,0.0008011744784787213,2.6146456762911773e-06,0.5000899207887867,1
bayesian estimations; bayesian methods,7.795211141955127e-05,0.004258494975697708,7.843937028873533e-06,0.513508624210326,1
bayesian classifier; p2p,0.0024598221825725066,0.021786893362955136,1.5687874057747066e-05,0.5007807176992353,3
publish-subscribe systems; publish/subscribe,0.0004929749268477177,0.003405352422939286,0.0017884176425831653,0.9275697647260094,1
architectural synthesis; architecting,0.0001833318175978335,0.0017279384698000529,1.3073228381455886e-05,0.5087609561091523,1
network-on-chips; bus-based,0.0004294583916169722,0.0016153409755273677,2.614645676291177e-05,0.5061567374702823,0
model checker; model checkers,0.004436052562820019,0.001229189312476813,0.001268103153001221,0.3971276470419354,2
design concerns; efficiency increasing,0.0005983546330259999,0.0003998654604299203,0.0,0.49999999999999994,0
support vector machine; histogram of oriented gradients,0.07806470891382394,0.0018109430328856861,0.001859013075843027,0.3616395897863399,0
peer to peer networks; structured p2p networks,0.002203590705221204,0.00015951311688630396,2.876110243920295e-05,0.4770238450143733,0
architecture technical debt; mobile manipulators,8.661345713283475e-06,0.0007434321737234981,0.0,0.49999999999999994,3
internet of thing (iot); architecture types,0.000740545058485737,0.00012414595522372977,2.6146456762911773e-06,0.49759644121102503,1
virtual reality; human-computer interaction,0.05300093975600989,0.02067102332356045,0.003406883316207404,0.4861228614344454,1
p2p network; distributed computer systems,0.003300694495570444,0.00040997036376208437,0.0,0.49999999999999994,1
back-propagation neural network; cellular neural networks,0.006762345665646072,0.0018376488488349768,5.229291352582355e-06,0.499714076233505,0
business process modelling; business process,0.0009209897608458093,0.027423985864683798,0.0033389025286238334,0.9832439118499,1
maximum likelihood detection; clinical decision support system,0.0008026180360976019,0.0013951984386480795,0.0,0.49999999999999994,3
genetic algorithm; genetic programming (gp),0.12331590959287345,0.0032566659881945862,0.000870677010204962,0.46407752300372396,0
nearest neighbor; clustering algorithm,0.03764220846992997,0.03363777963515525,0.002196302368084589,0.49904122355504454,1
cpasa; software architecture assessment,2.165336428320868e-06,4.330672856641736e-06,0.0,0.49999999999999994,1
ontology merging; ontology matching,0.00017539225069399032,0.0009563569225083835,6.0136850554697076e-05,0.5384622929597921,1
peer-to-peer streaming; peer-to-peer systems,0.00020642873949992276,0.0012515644555694619,7.843937028873533e-06,0.504362363649449,1
personalized recommendation systems; fokker planck equation,0.000169618020218468,0.0023190753147316503,0.0,0.49999999999999994,3
computer communication networks; p2p network,0.0002677799383023474,0.003300694495570444,0.0,0.49999999999999994,0
